24.080,9,23796,16851,31,False,87,802,True,True,snappy,106,False,125,101,False,0.9200623032236119,0.8204114720283455,False,932,81,30,35,500,183,6,25,True,32,2.707761261435238,0.2271256198648024,4,50
62.890,14,15114,32139,31,True,71,593,False,False,lz4,16,True,65,57,True,0.7898971940099796,0.8197580853020143,False,549,35,15,46,334,120,1,12,True,32,4.553988071018297,0.986822786342225,5,50
25.109,2,24134,31645,97,False,73,212,True,False,snappy,65,True,62,110,False,0.7988519983584927,0.7070124307456593,False,444,4,10,19,81,417,10,21,True,67,3.298376940878891,0.661455831456022,8,50
38.855,20,3337,26509,33,True,101,498,True,True,snappy,10,False,104,104,False,0.9569994985001786,0.81675041362541,False,678,54,27,39,416,305,2,45,True,76,3.463561503920119,0.7279664122352166,4,50
28.486,18,10849,6708,22,False,78,258,True,True,lz4,65,True,82,87,False,0.9883811650180965,0.6067476802098266,False,876,96,12,28,390,298,1,41,False,31,3.4688401979902705,0.4500788742368027,8,50
45.843,5,35452,26913,45,True,25,250,False,False,lz4,125,True,91,110,False,0.6677801185192789,0.7313974881602509,True,594,13,3,21,77,78,2,37,True,17,2.8893177459943287,0.49321116125146613,8,50
33.037,2,25253,6017,41,False,92,845,False,False,lz4,48,True,103,57,True,0.7481552796201105,0.684569216403164,True,211,49,12,42,153,315,9,21,True,65,4.110131006839257,0.6677275027435753,4,50
41.265,2,8559,29411,121,True,5,630,False,True,snappy,15,True,94,111,True,0.8069752030447972,0.9642827818191313,False,358,126,15,18,483,74,2,23,True,33,1.3736686908474152,0.852572031882055,3,50
56.792,14,10233,11405,66,True,105,700,True,False,snappy,53,False,8,120,True,0.5964049933884519,0.9152716913052577,False,772,68,14,45,437,263,9,40,False,99,3.608831409601064,0.22377125784306506,8,50
57.891,9,31779,5282,31,False,95,781,False,False,lz4,3,False,13,10,True,0.9691766437751956,0.6354707107643138,False,807,33,24,46,177,300,2,21,False,29,3.6448126415319906,0.5894648024587454,3,50
54.402,11,23762,5138,91,True,35,577,False,False,snappy,55,True,56,120,True,0.5995819970820302,0.8931471651870069,True,158,30,11,39,280,306,9,45,False,30,2.279614342059686,0.7972182413479287,5,50
70.108,1,6647,2574,65,False,96,303,False,False,lz4,26,False,21,71,False,0.5974072671529922,0.6540646141818616,True,146,31,23,36,109,59,10,23,True,23,4.237853311237149,0.7089291195945723,3,50
84.910,11,24116,28773,128,False,123,716,False,True,lz4,88,False,16,119,False,0.5928021030319792,0.5926698481734007,True,906,38,18,13,366,353,10,10,False,53,4.117572572583427,0.7130524469487901,4,50
78.333,4,29670,12165,86,True,11,768,False,True,snappy,75,True,67,26,True,0.5981174181263744,0.9352160497848956,True,565,15,24,15,389,61,4,5,True,13,1.9110673615756975,0.4625730576816588,8,50
62.410,18,21778,24283,113,True,16,234,True,False,lz4,38,True,91,8,False,0.5800514197705982,0.5146769868291932,True,662,38,15,32,349,228,7,18,True,92,3.337666919915199,0.1259383821684994,4,50
68.706,11,15676,16800,62,False,61,105,False,True,lz4,39,False,89,97,False,0.7190402606485105,0.8763429604403756,True,326,45,19,33,212,46,5,35,False,62,4.385409422296386,0.6373868866202694,7,50
141.348,20,31956,25254,89,True,73,917,False,True,snappy,126,False,37,4,False,0.5103530688581797,0.8435764384710902,False,432,69,21,37,255,179,8,43,False,93,1.6781152199933302,0.7395315381306724,8,50
42.369,13,5566,4289,4,True,108,473,True,True,snappy,47,False,27,48,True,0.6241001575053414,0.7086796025099164,True,619,122,14,34,139,139,8,35,True,41,4.449174367497464,0.8922130629673972,2,50
442.019,16,15942,14140,104,False,39,408,True,True,lz4,33,False,117,21,False,0.6218801270050344,0.9075384977732134,False,820,86,29,15,382,279,1,38,True,98,2.6654265581979,0.7871908300435303,6,50
62.723,1,17715,31597,119,True,34,556,False,True,snappy,83,True,98,63,False,0.8239800580456005,0.8194950989480032,True,836,65,28,34,490,497,7,31,True,95,1.8686610397733991,0.7733819128848952,2,50
210.556,4,35822,31454,94,False,24,744,False,False,lz4,57,True,76,73,False,0.5410478681306434,0.7288367269077216,False,118,97,21,27,245,41,9,49,True,17,2.9779666410454158,0.8847143668765761,1,50
69.076,6,25389,3143,108,True,26,596,False,False,snappy,127,False,16,14,False,0.5153932347800505,0.6205319213604537,True,983,117,23,18,392,246,5,18,True,100,2.1999504233834584,0.6467428638811465,3,50
56.262,7,21546,29047,33,False,51,179,True,False,lz4,107,False,80,7,False,0.6221147519198318,0.7015188131895369,True,240,14,15,32,318,449,10,13,True,60,4.757334811317862,0.8762195946020084,4,50
49.146,8,6217,2919,91,False,108,515,False,False,lz4,127,False,86,8,True,0.8435462860260856,0.6464977881602687,False,393,33,19,14,371,500,4,17,False,67,3.3270932867861327,0.27618572855977974,3,50
100.409,6,33029,18864,97,False,86,620,False,False,snappy,104,False,25,26,True,0.8043565677614257,0.6054279765900055,False,528,59,2,34,189,113,7,4,True,19,3.2699017605689624,0.7248516321423818,6,50
