103.031,37,11,36285,1865,92,True,107,876,True,False,lz4,30,89,True,123,124,False,org.apache.spark.serializer.KryoSerializer,0.8482439490352061,0.6382083374084615,False,784,68,23,33,448,331,8,15,True,89,3.489364557076994,0.07325905005015731,8,
103.564,45,30,35174,28507,5,True,20,315,True,False,snappy,47,68,False,24,85,False,org.apache.spark.serializer.JavaSerializer,0.9660932416716256,0.659085367049331,True,30,40,21,49,480,109,10,37,True,97,1.516271924195189,0.5194626691432735,4,
105.753,4,2,34494,33769,126,True,63,554,True,False,snappy,75,92,True,126,60,False,org.apache.spark.serializer.KryoSerializer,0.6232749531841193,0.7815248776358177,False,111,7,27,10,345,461,10,30,True,95,1.5166601701058977,0.21976525232978605,5,
104.779,70,21,36036,10846,57,False,74,166,True,True,lzf,21,89,False,85,60,True,org.apache.spark.serializer.JavaSerializer,0.984840834949019,0.6887656439337289,False,420,62,25,31,500,297,5,38,False,60,3.9434688410087317,0.5490645531553616,2,
97.907,38,9,2409,8472,117,False,19,232,True,False,lzf,78,108,False,66,25,True,org.apache.spark.serializer.KryoSerializer,0.6351666210608504,0.6762937438019289,True,438,98,29,48,277,173,10,34,False,85,4.06748026252216,0.1914436039772719,3,
111.731,93,8,25218,13468,96,True,60,159,True,False,lzf,47,2,False,101,124,False,org.apache.spark.serializer.KryoSerializer,0.6650414814729002,0.9371595042800878,False,529,53,23,49,251,138,9,19,True,34,4.583179644912759,0.6910649255122133,7,
105.674,67,3,2619,11101,126,False,104,282,True,False,lzf,101,85,False,80,64,True,org.apache.spark.serializer.JavaSerializer,0.5612666859555632,0.7957536398806663,True,293,76,21,39,102,169,9,41,True,69,3.444392356667124,0.12517499486607941,8,
110.398,72,15,25766,2924,35,True,69,514,True,True,snappy,118,43,True,96,59,False,org.apache.spark.serializer.JavaSerializer,0.7081458032734813,0.6738797368505487,True,643,35,12,38,173,374,3,41,True,100,1.5024747867936132,0.15311646500226106,6,
96.527,12,18,20298,14345,71,True,123,888,False,True,lz4,20,113,True,106,116,False,org.apache.spark.serializer.JavaSerializer,0.9865965879306906,0.6345964912904525,False,818,2,7,17,102,373,8,8,True,47,4.795463938420667,0.9310602975933664,2,
114.175,70,6,19382,1709,123,True,89,403,True,True,lz4,3,18,False,74,21,False,org.apache.spark.serializer.KryoSerializer,0.5983538989674494,0.8320042887911883,False,985,53,21,41,269,341,4,28,False,59,4.762236194455696,0.3776436498993694,5,
123.795,4,30,9546,29304,86,True,103,504,False,False,lz4,120,72,False,17,110,True,org.apache.spark.serializer.JavaSerializer,0.7414306256201835,0.6349956713129279,True,993,12,14,46,82,367,7,47,True,13,2.2207409540804095,0.865046811721224,8,
