103.031,37,11,36285,1865,92,1,107,876,1,0,1,30,89,1,123,124,0,1,0.8482439490352061,0.6382083374084615,0,784,68,23,33,448,331,8,15,1,89,3.489364557076994,0.07325905005015731,8,50
103.564,45,30,35174,28507,5,1,20,315,1,0,0,47,68,0,24,85,0,0,0.9660932416716256,0.659085367049331,1,30,40,21,49,480,109,10,37,1,97,1.516271924195189,0.5194626691432735,4,50
105.753,4,2,34494,33769,126,1,63,554,1,0,0,75,92,1,126,60,0,1,0.6232749531841193,0.7815248776358177,0,111,7,27,10,345,461,10,30,1,95,1.5166601701058977,0.21976525232978605,5,50
104.779,70,21,36036,10846,57,0,74,166,1,1,2,21,89,0,85,60,1,0,0.984840834949019,0.6887656439337289,0,420,62,25,31,500,297,5,38,0,60,3.9434688410087317,0.5490645531553616,2,50
97.907,38,9,2409,8472,117,0,19,232,1,0,2,78,108,0,66,25,1,1,0.6351666210608504,0.6762937438019289,1,438,98,29,48,277,173,10,34,0,85,4.06748026252216,0.1914436039772719,3,50
111.731,93,8,25218,13468,96,1,60,159,1,0,2,47,2,0,101,124,0,1,0.6650414814729002,0.9371595042800878,0,529,53,23,49,251,138,9,19,1,34,4.583179644912759,0.6910649255122133,7,50
105.674,67,3,2619,11101,126,0,104,282,1,0,2,101,85,0,80,64,1,0,0.5612666859555632,0.7957536398806663,1,293,76,21,39,102,169,9,41,1,69,3.444392356667124,0.12517499486607941,8,50
110.398,72,15,25766,2924,35,1,69,514,1,1,0,118,43,1,96,59,0,0,0.7081458032734813,0.6738797368505487,1,643,35,12,38,173,374,3,41,1,100,1.5024747867936132,0.15311646500226106,6,50
96.527,12,18,20298,14345,71,1,123,888,0,1,1,20,113,1,106,116,0,0,0.9865965879306906,0.6345964912904525,0,818,2,7,17,102,373,8,8,1,47,4.795463938420667,0.9310602975933664,2,50
114.175,70,6,19382,1709,123,1,89,403,1,1,1,3,18,0,74,21,0,1,0.5983538989674494,0.8320042887911883,0,985,53,21,41,269,341,4,28,0,59,4.762236194455696,0.3776436498993694,5,50
123.795,4,30,9546,29304,86,1,103,504,0,0,1,120,72,0,17,110,1,0,0.7414306256201835,0.6349956713129279,1,993,12,14,46,82,367,7,47,1,13,2.2207409540804095,0.865046811721224,8,50
97.230,40,21,17853,1594,116,1,121,196,1,1,1,4,110,1,101,69,0,1,0.7574915560392141,0.9178877236334106,0,970,52,11,43,385,76,7,48,0,27,3.1941309173419743,0.15313314856017446,3,50
101.607,59,13,2583,26072,74,0,92,996,0,1,0,10,39,0,67,101,1,0,0.7086973040922808,0.5234915967527085,1,299,11,23,20,203,488,8,49,0,59,1.5110477517901906,0.1790828235514852,6,50
83.460,10,4,23917,20235,89,0,82,873,1,0,2,20,53,1,25,50,0,1,0.579108733407803,0.5692718276120545,1,53,67,14,50,321,322,8,36,0,30,2.1426846873606453,0.2479836573798162,7,50
133.564,3,30,25522,27569,121,1,47,178,0,0,0,97,36,0,14,104,1,0,0.9922833127660864,0.5778790356550605,1,181,124,16,12,221,452,7,45,1,100,3.528319702730327,0.4978354302417791,6,50
95.765,66,6,26931,12621,49,1,8,710,1,1,1,2,84,0,121,48,0,0,0.9041584930734606,0.8298228111061599,0,843,104,30,20,283,246,6,32,0,67,4.333626608546914,0.5782582860052948,7,50
105.882,99,20,1255,3116,86,1,19,847,0,0,0,107,90,0,88,39,0,1,0.9124361434683915,0.8871403488740788,1,649,128,14,25,281,355,7,10,0,83,4.178386512084872,0.8651231687899955,3,50
105.578,82,19,25517,19122,118,0,70,518,0,1,2,119,17,1,64,63,1,0,0.6194991868056634,0.8131977935564965,0,489,100,22,18,482,120,6,27,0,69,4.883063105063933,0.32269077515710476,6,50
108.156,7,30,16507,19759,40,1,59,237,1,0,2,43,15,1,34,32,0,1,0.5535674947707728,0.5334742306832163,0,78,49,9,43,171,433,6,37,1,78,1.9003798752735834,0.6357473219918636,5,50
98.632,44,16,34474,7209,57,1,35,766,0,0,1,40,13,1,110,101,0,1,0.6616501353924112,0.8699603363853177,1,491,108,16,27,115,213,7,5,0,38,3.2528761871107994,0.5093238048259411,8,50
85.435,17,22,23293,10116,7,0,110,924,0,0,2,28,86,0,61,119,1,1,0.5535405405616796,0.896830052045354,1,899,19,23,12,200,119,4,16,0,72,2.4847376032049415,0.49565228093280067,2,50
96.613,70,5,35091,6467,31,1,52,770,0,1,2,73,114,0,55,6,1,0,0.5258907981809854,0.6998867164910058,1,365,124,30,23,492,140,10,31,0,94,4.276616367713496,0.6589715062368836,2,50
109.434,55,23,5237,18574,118,1,45,219,0,0,1,83,59,0,30,11,1,1,0.7706320525144535,0.9313607356361497,1,965,77,27,31,114,244,3,17,0,89,2.8722940570210307,0.43614571315820716,7,50
100.464,44,22,25642,7990,53,0,51,484,0,0,1,112,43,0,114,26,0,0,0.5344277990542515,0.9689260558324913,1,798,96,20,31,465,237,10,21,1,41,4.639966290903679,0.15627443453891254,5,50
103.278,86,1,13508,9750,89,0,85,122,0,0,2,12,72,1,22,101,1,1,0.9884492901275653,0.52482984622226,1,761,63,19,31,129,318,1,19,0,95,4.014501518425778,0.7532073261241162,8,50
87.426,29,18,9603,24449,83,0,4,137,1,0,1,7,116,0,45,34,1,1,0.9492188463057829,0.6370063554439581,0,689,79,10,12,90,311,3,36,0,19,3.514136346362847,0.5742813470819785,7,50
106.507,80,11,30893,10867,67,0,90,684,1,0,0,34,104,1,104,58,0,0,0.7985193773276282,0.6616019432577998,0,437,100,21,23,87,67,3,6,0,55,1.394571891231307,0.09986009078759062,2,50
99.420,54,18,23249,29525,92,0,74,252,1,1,2,75,99,1,13,79,0,0,0.9391283112707606,0.8679039661244334,0,923,98,29,42,393,160,4,37,1,50,2.291135630702172,0.5675489524608135,2,50
89.068,6,27,1040,14664,92,0,56,196,0,0,1,70,125,0,21,17,1,1,0.8253433989020484,0.8521493871640522,1,646,99,18,8,489,275,6,21,0,38,4.184697736736904,0.15838583424500707,7,50
94.540,48,13,34695,29605,30,0,89,841,0,0,0,37,45,0,82,121,0,1,0.5126468353926187,0.6374067475154134,0,56,17,4,41,354,469,7,24,0,84,4.073822779418255,0.9249757581335034,8,50
79.907,18,9,23874,21400,97,0,7,452,0,1,0,46,61,1,102,3,1,0,0.5550422078245044,0.7913576449575199,1,41,33,10,16,338,317,10,43,1,78,2.917839806314427,0.8711604101427851,8,50
96.292,84,12,32378,24710,91,0,11,880,1,1,0,11,25,0,111,85,1,0,0.8258991732698753,0.7907018050677499,0,489,45,3,14,223,491,1,43,0,49,4.006137941788687,0.5078896790627104,1,50
99.901,86,8,32617,28637,117,0,13,707,1,1,0,89,106,1,35,111,0,0,0.9471517482751706,0.9045971499672815,0,891,85,20,29,58,218,3,7,1,91,2.889353533105953,0.6030299057115452,6,50
88.460,27,30,23203,20352,51,1,83,204,1,0,2,98,2,1,116,121,0,0,0.6557308848130544,0.9605575709555303,1,699,67,12,44,483,294,2,11,1,69,3.8988853562065104,0.958180747957571,7,50
100.601,31,24,12177,20337,66,0,13,140,1,1,1,43,57,1,96,85,0,1,0.9544877687811124,0.6925552819607022,1,293,30,3,11,330,484,3,15,0,55,2.781744631858701,0.6063894362644892,3,50
99.150,47,8,21860,14431,38,1,110,618,1,0,0,118,78,0,102,98,1,0,0.8511927302433251,0.7818084858269542,0,148,44,24,30,107,484,6,39,1,47,3.2649372113972417,0.597785600826177,4,50
99.977,60,13,5140,12970,79,0,90,712,1,0,2,23,61,1,38,128,1,0,0.6241305892436408,0.8541046727122883,1,923,117,16,29,284,493,5,44,1,75,4.0397769260696474,0.33544477982558185,1,50
193.199,2,20,13097,22339,54,0,53,963,1,1,1,34,79,0,104,70,0,0,0.7366970453825287,0.7823502332574023,0,464,68,14,22,134,462,4,34,0,89,2.9528346811474275,0.17208288627849866,3,50
221.299,7,23,26285,30233,39,0,94,141,0,1,2,91,77,1,95,63,1,0,0.8957137358350178,0.5722048498472962,1,18,125,3,14,80,82,1,17,0,29,4.534354597365183,0.4647455453281577,2,50
94.678,34,16,22134,10831,113,0,90,541,1,0,0,126,124,1,27,82,0,1,0.5273137163001673,0.5875111621433922,1,747,52,30,37,297,366,5,7,1,77,1.5538616067841948,0.4580520197721708,3,50
130.372,77,30,18826,35545,75,1,69,365,0,1,1,35,21,0,90,127,0,1,0.6323012410668496,0.9492453803949668,1,471,90,2,17,494,411,10,7,1,54,3.6757919522036624,0.6050934842252174,6,50
95.453,64,13,29355,9363,52,1,55,622,1,0,1,54,39,1,67,32,0,0,0.7957873624029128,0.8705426033093817,0,734,25,3,26,56,496,5,16,0,88,4.205927689392001,0.0013655561543112205,2,50
121.887,82,11,25275,32276,58,1,70,229,1,0,2,87,48,0,99,62,0,1,0.5369454687810005,0.8532608905961567,0,832,91,2,18,271,219,2,16,1,45,1.2009349291906166,0.0034301809610131073,7,50
97.565,98,24,34763,19667,38,1,122,964,1,0,2,52,99,0,73,33,1,0,0.7806918753613794,0.6362710436143683,0,252,55,15,9,200,379,3,22,0,56,2.1086581774999353,0.24951166187084373,7,50
90.305,64,30,13457,31269,46,0,45,404,0,1,1,55,43,1,11,29,1,0,0.8461998558407784,0.848491660987219,0,145,93,7,39,262,367,4,48,1,99,4.171531766404739,0.44189785332558096,8,50
78.922,20,18,2358,11578,10,0,9,360,0,0,2,111,13,1,115,2,0,0,0.9552086206418374,0.5337300925442843,0,53,94,16,34,192,454,5,27,0,97,4.555271955216449,0.3575241216835976,3,50
152.430,3,18,4241,31556,78,0,35,935,0,1,1,117,77,1,80,59,0,0,0.8041029081638795,0.5983826403004743,0,187,81,14,8,140,269,2,34,1,81,2.5696101179868718,0.4025840713869402,5,50
91.949,75,29,22073,18131,88,1,114,334,1,1,1,29,108,1,59,112,1,0,0.8171974290799493,0.5944819204799929,1,730,14,5,26,132,190,7,32,1,27,1.5677094836779752,0.9961938916504709,7,50
90.410,66,6,9181,28033,3,1,119,371,1,0,2,102,71,1,64,118,1,0,0.7798795686200546,0.8792757928541346,0,647,56,10,22,272,70,8,4,0,24,4.238400209526104,0.5461983576832384,3,50
